target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
EnhiA.00301.a,Ras family GTPase,Entamoeba histolytica,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00301.a,C4LTF8,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.00306.a,Ras family GTPase,Entamoeba histolytica,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00306.a,Q769I9,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,6,-1,
EnhiA.01500.a,Ras family GTPase,Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01500.a,C4M8B0,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01546.a,Ras family GTPase,Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01546.a,C4MA96,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01558.a,Ras family GTPase,Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01558.a,C4M8B7,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.01569.a,Ras family GTPase,Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01569.a,C4M588,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.00889.b,Ras family protein,Entamoeba histolytica,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00889.b,B1N519,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.01589.c,"Ras-like protein 1, putative",Entamoeba histolytica,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01589.c,C4M5G1,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,6,-1,
EnhiA.01185.b,"RAS-related protein racG, putative",Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01185.b,B1N4Y1,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.00193.a,Rho family GTPase,Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00193.a,C4M9T7,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.00562.a,Rho family GTPase,Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00562.a,C4M5Q7,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01069.a,Rho family GTPase,Entamoeba histolytica,soluble,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01069.a,C4M5T0,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.01327.a,Rho family GTPase,Entamoeba histolytica,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01327.a,C4M5Z7,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.01358.a,Rho family GTPase,Entamoeba histolytica,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01358.a,C4MA80,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.01529.a,Rho family GTPase,Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01529.a,C4M9G7,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.00905.a,"scavenger mRNA decapping enzyme, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00905.a,C4M1G8,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01488.a,"serine/threonine-protein kinase, putative",Entamoeba histolytica,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01488.a,C4M1Y4,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,1,-1,
EnhiA.00174.a,"serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, putative",Entamoeba histolytica,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00174.a,C4LTI9,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,5,-1,
EnhiA.00406.a,"seryl-tRNA synthetase, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00406.a,B1N346,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01295.a,"soluble calcium-activated nucleotidase 1, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01295.a,C4LVL3,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.00492.a,"sphingosine-1-phosphate lyase, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00492.a,B1N3J5,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01487.a,"synapsin, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01487.a,C4LWZ5,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01503.a,"tartrate dehydrogenase, putative",Entamoeba histolytica,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01503.a,C4M802,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,1,-1,
EnhiA.01084.a,"T-complex protein 1 subunit eta, putative",Entamoeba histolytica,cloned,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01084.a,B1N5U3,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-2,work stopped
EnhiA.00828.a,"thioredoxin, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00828.a,C4LZH6,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.00903.a,"thioredoxin, putative",Entamoeba histolytica,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00903.a,C4M5V0,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
EnhiA.01139.a,"thioredoxin, putative",Entamoeba histolytica,selected,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01139.a,C4MBD8,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,1,-1,
EnhiA.01605.a,"thioredoxin, putative",Entamoeba histolytica,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01605.a,C4M1Q5,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,8,-1,
EnhiA.00595.a,"transport protein particle component, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00595.a,C4M937,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.00395.a,"troponin-like protein, putative",Entamoeba histolytica,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00395.a,C4M9G5,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,6,-1,
EnhiA.00688.a,"tryptophanyl-tRNA synthetase, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00688.a,C4LU94,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.00688.b,"tryptophanyl-tRNA synthetase, putative",Entamoeba histolytica,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00688.b,C4M7U9,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,2,-1,
EnhiA.01126.b,"UDP-N-acetylglucosamine pyrophosphorylase, putative",Entamoeba histolytica,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01126.b,C4M036,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,20,11,Experimental evidence of bound ligand(s)
EnhiA.00928.a,"UMP-CMP kinase, putative",Entamoeba histolytica,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00928.a,O96908,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,1,-1,
EnhiA.01312.a,"UMP-CMP kinase, putative",Entamoeba histolytica,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.01312.a,C4LT93,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,6,-1,
EnhiA.00957.a,"uracil-DNA glycosylase, putative",Entamoeba histolytica,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/EnhiA.00957.a,C4LUV5,Entamoebidae,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.00872.a,26S protease regulatory subunit 8,Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00872.a,A8BJ82,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.01513.a,"26S proteasome ATPase subunit S4, putative",Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01513.a,A8W233,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.00228.a,ABC transporter family protein,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00228.a,A8BGB2,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00442.a,Actin related protein,Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00442.a,A8BV70,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.01452.a,Aldose reductase,Giardia lamblia,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01452.a,A8BGX6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,20,-1,
GilaA.00290.a,ARF3,Giardia lamblia,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00290.a,A8BCC2,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.01622.a,ARL1,Giardia lamblia,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01622.a,A8BBS6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.01186.a,ARL2,Giardia lamblia,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01186.a,A8BQH7,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00959.a,Calmodulin,Giardia lamblia,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00959.a,Q95W98,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.01014.a,Calmodulin,Giardia lamblia,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01014.a,A8BLM2,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.01226.a,Caltractin,Giardia lamblia,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01226.a,A8BQU2,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,1,-1,
GilaA.00995.a,Carbamate kinase,Giardia lamblia,purified,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00995.a,A8BB85,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-2,work stopped
GilaA.00767.a,Cytidine deaminase,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00767.a,A8B7B3,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.01017.a,Deoxynucleoside kinase,Giardia lamblia,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01017.a,A8B9V6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.00349.a,Dmc1b,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00349.a,Q86C21,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.01580.a,DNA repair protein RAD51,Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01580.a,Q6WDA6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.00765.a,Flavohemoprotein lateral transfer candidate,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00765.a,E2RTZ4,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00894.a,GA binding protein beta-1 chain,Giardia lamblia,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00894.a,A8B4Z0,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.00357.a,Glucosamine 6-phosphate N-acetyltransferase,Giardia lamblia,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00357.a,A8B5X9,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.00282.a,Glucosamine-6-phosphate deaminase,Giardia lamblia,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00282.a,Q549P6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.00740.a,GTP-binding nuclear protein RAN/TC4,Giardia lamblia,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00740.a,A8BS62,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00402.a,Hypothetical protein GL50803_12942,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00402.a,A8BBK1,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00312.a,Hypothetical protein GL50803_14299,Giardia lamblia,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00312.a,A8BD71,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,20,-1,
GilaA.00644.a,Hypothetical protein GL50803_33870,Giardia lamblia,HSQC satisfactory,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00644.a,A8BZG5,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,9,-1,
GilaA.00366.a,Hypothetical protein GL50803_6369,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00366.a,A8BT90,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00747.a,"Kinase, CK1 Casein kinase",Giardia lamblia,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00747.a,A8BYV1,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00333.a,Cyclin-dependent kinase,Giardia lamblia,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00333.a,A8BZ95,Diplomonadida,Eukaryota,Potential drug target,Batch_03,interest,20,17,Ligand-bound structure submitted to PDB
GilaA.00525.a,"Kinase, CMGC CDK",Giardia lamblia,purified,active,Not available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00525.a,A8B2A9,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.01269.a,"Kinase, CMGC CDK",Giardia lamblia,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01269.a,A8B8J3,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.01391.a,"Kinase, CMGC MAPK",Giardia lamblia,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01391.a,A8BS66,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00542.a,"Kinase, CMGC RCK",Giardia lamblia,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00542.a,A8BLV8,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00424.a,"Kinase, NEK",Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00424.a,A8BJT1,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00433.a,"Kinase, NEK",Giardia lamblia,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00433.a,A8BUD9,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,1,-1,
GilaA.00446.a,"Kinase, NEK",Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00446.a,A8BZJ9,Diplomonadida,Eukaryota,Potential drug target,Batch_03,interest,2,-1,
GilaA.01604.a,"Kinase, NEK",Giardia lamblia,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01604.a,A8BB19,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.01618.a,"Kinase, NEK",Giardia lamblia,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01618.a,A8B5I4,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.00953.a,"Kinase, STE STE20",Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00953.a,A8BZ76,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.01560.a,Low molecular weight protein-tyrosine-phosphatase,Giardia lamblia,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01560.a,A8BYX6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.01359.a,Peptidyl-prolyl cis-trans isomerase B precursor,Giardia lamblia,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01359.a,A8BC67,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.01418.a,Peptidyl-prolyl cis-trans isomerase B precursor,Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01418.a,A8BJP8,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.00901.a,Peroxiredoxin 1,Giardia lamblia,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00901.a,A8BYC4,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,5,-1,
GilaA.00901.b,Peroxiredoxin 1,Giardia lamblia,purified,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00901.b,A8B338,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
GilaA.00233.a,Protein 21.1,Giardia lamblia,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00233.a,A8B819,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,4,-1,
GilaA.01399.a,Protein disulfide isomerase PDI3,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01399.a,Q9U015,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00985.a,Protein disulfide isomerase PDI5,Giardia lamblia,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00985.a,Q9NDB1,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,2,-1,
GilaA.00634.a,Rab GDI,Giardia lamblia,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.00634.a,A8BGT6,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,8,-1,
GilaA.01037.a,Rab11,Giardia lamblia,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/GilaA.01037.a,Q86LC5,Diplomonadida,Eukaryota,Potential drug target,Batch_03,,6,-1,
